action:bottom,action:inflow_highway,action:inflow_merge,action:left,outflow:bottom,outflow:center,outflow:left,reward,speed:bottom,speed:center,speed:left,state:speed:bottom,state:speed:left,step
17.99703374505043,13.666176795959473,17.99703374505043,13.666176795959473,135,2160,2025,0.5220241767536173,0.38642827441078037,15.661421341849339,13.657984624316793,0.012880942480359345,0.4552661541438931,480
13.126401007175446,0.0,13.126401007175446,0.0,1125,1170,90,0.8078109085438365,3.2701851458421665,12.048854989353291,0.16874878503424567,0.10900617152807221,0.005624959501141522,560
25.985436737537384,17.75105282664299,25.985436737537384,17.75105282664299,135,2700,2520,0.5403854879940373,0.5711673716836516,17.664616075571764,14.904926133092863,0.019038912389455053,0.49683087110309543,640
25.49873113632202,0.0,25.49873113632202,0.0,1125,1170,90,0.8078109085438365,3.3205570628408365,12.299924925489552,0.21042768708711912,0.11068523542802788,0.007014256236237304,720
19.97376188635826,4.12378191947937,19.97376188635826,4.12378191947937,855,1350,540,0.7904047746389846,2.5197160942005583,11.22761903225482,3.9847117548649864,0.08399053647335195,0.1328237251621662,800
30.0,0.0,30.0,0.0,1215,1260,0,0.7734473674143654,3.6132379953372022,11.68190157104476,0.05159882126748562,0.12044126651124007,0.0017199607089161872,880
11.964462250471115,8.239352256059647,11.964462250471115,8.239352256059647,270,2565,2430,0.6398356873352359,0.9862960874148075,12.70994092994829,7.2782496097009926,0.03287653624716025,0.2426083203233664,960
16.132843494415283,0.0,16.132843494415283,0.0,1125,1440,180,0.8262819511525606,3.2711787673820636,11.877817751518576,0.10309298041937383,0.10903929224606879,0.003436432680645794,1040
8.381685465574265,25.046047568321228,8.381685465574265,25.046047568321228,90,3825,3780,0.5309004195920338,0.4501719945904627,14.603519230779057,13.493284138032674,0.015005733153015424,0.44977613793442245,1120
18.542151600122452,0.0,18.542151600122452,0.0,1125,1260,90,0.8078109085438365,3.3183231856776123,12.42237719507075,0.257538314669827,0.11061077285592041,0.008584610488994233,1200
8.500406295061111,10.755797624588013,8.500406295061111,10.755797624588013,495,1935,1530,0.719612034917859,1.5436320905305037,12.523932064319999,9.814584089703166,0.051454403017683455,0.3271528029901055,1280
12.980234026908875,0.0,12.980234026908875,0.0,1125,1305,90,0.8078109085438365,3.2703042385288015,11.865916486354408,0.13425618452761998,0.10901014128429339,0.0044752061509206655,1360
0.0,0.0,0.0,0.0,90,225,0,0.273084630453912,0.04678954670267056,11.855414043397705,0.03191653845878663,0.0015596515567556854,0.0010638846152928876,1440
28.054473996162415,0.0,28.054473996162415,0.0,1080,945,0,0.737852845754809,3.6099276451923736,11.719377804884052,0.03190032360666216,0.12033092150641246,0.001063344120222072,1520
20.581883490085602,7.251532673835754,20.581883490085602,7.251532673835754,405,1800,1530,0.6779564890840661,1.2015286157668599,11.798136247614629,6.814803212214362,0.04005095385889533,0.22716010707381207,1600
27.260184288024902,0.0,27.260184288024902,0.0,1170,1350,45,0.8056714702624114,3.3952433855068307,11.789160454072663,0.08941003104567294,0.11317477951689435,0.002980334368189098,1680
20.824368596076965,17.660558223724365,20.824368596076965,17.660558223724365,90,3645,3555,0.5246487123224497,0.4968752882054545,14.632752625677437,12.573580319490791,0.016562509606848484,0.41911934398302636,1760
30.0,0.0,30.0,0.0,1125,1215,90,0.8078109085438365,3.316002181375019,12.260647719513814,0.21160949433893167,0.11053340604583398,0.007053649811297722,1840
20.52918791770935,0.0,20.52918791770935,0.0,1215,1215,0,0.7734473674143654,3.7554156540938317,11.7498550134133,0.03229956058270432,0.12518052180312772,0.0010766520194234774,1920
30.0,3.418790102005005,30.0,3.418790102005005,900,1305,450,0.7960095416412075,2.656697541520001,11.317393910508148,3.3150477531612466,0.08855658471733337,0.11050159177204155,2000
17.175767943263054,0.0,17.175767943263054,0.0,1215,1260,0,0.7734473674143654,3.7076791668390037,11.700093079056265,0.04374384963960162,0.12358930556130013,0.001458128321320054,2080
29.980051517486572,30.0,29.980051517486572,30.0,180,3510,3555,0.611901412062967,0.7346591825976541,15.602146916279745,12.001467181319006,0.024488639419921802,0.40004890604396687,2160
26.85584843158722,0.0,26.85584843158722,0.0,1125,1440,90,0.8078109085438365,3.307996986620867,12.153891500562027,0.20708999352241775,0.11026656622069557,0.006902999784080591,2240
14.526761993765831,20.443990230560303,14.526761993765831,20.443990230560303,135,2745,2655,0.5450095711572911,0.5711666230503534,16.91188031892461,15.758668257223118,0.019038887435011777,0.5252889419074372,2320
18.647643327713013,0.0,18.647643327713013,0.0,1125,1170,0,0.75,3.3205501809715003,12.499343014008355,0.2354605977727132,0.11068500603238335,0.007848686592423774,2400
25.817694067955017,10.916668474674225,25.817694067955017,10.916668474674225,405,2025,1710,0.6861251525132163,1.2581992006408542,12.67146202424177,9.949340566778698,0.04193997335469514,0.33164468555928994,2480
30.0,1.3364535570144653,30.0,1.3364535570144653,945,1305,270,0.7891898602187699,2.604352682358246,11.80565688595435,1.2351117915755039,0.0868117560786082,0.041170393052516796,2560
30.0,16.688004434108734,30.0,16.688004434108734,135,3330,3150,0.5608519841292943,0.572854554775055,16.631937308120705,14.210180090387137,0.019095151825835165,0.4736726696795712,2640
17.908311188220978,0.0,17.908311188220978,0.0,1125,1170,90,0.8078109085438365,3.3182814350576946,12.231602817735013,0.2017340763310334,0.11060938116858982,0.006724469211034447,2720
15.2533308416605,0.0,15.2533308416605,0.0,1215,1215,0,0.7734473674143654,3.7554742211127334,11.748808645438526,0.032291300151671073,0.12518247403709112,0.0010763766717223691,2800
